DATE,WGS10YR_PCH
2016-12-16,5.83333
2016-12-23,0.39370
2016-12-30,-1.56863
2017-01-06,-3.18725
2017-01-13,-2.05761
2017-01-20,2.10084
2017-01-27,2.05761
2017-02-03,0.00000
2017-02-10,-3.62903
2017-02-17,2.92887
2017-02-24,-2.84553
2017-03-03,1.67364
2017-03-10,4.93827
2017-03-17,0.00000
2017-03-24,-5.09804
2017-03-31,-0.82645
2017-04-07,-2.08333
2017-04-14,-2.12766
2017-04-21,-3.04348
2017-04-28,3.58744
2017-05-05,0.86580
2017-05-12,2.57511
2017-05-19,-5.02092
2017-05-26,-0.44053
2017-06-02,-2.65487
2017-06-09,-0.90909
2017-06-16,0.00000
2017-06-23,-0.91743
2017-06-30,3.24074
2017-07-07,5.82960
2017-07-14,-0.42373
2017-07-21,-3.40426
2017-07-28,1.32159
2017-08-04,-1.30435
2017-08-11,-1.32159
2017-08-18,-0.89286
2017-08-25,-1.35135
2017-09-01,-2.28311
2017-09-08,-3.27103
2017-09-15,5.31401
2017-09-22,3.66972
2017-09-29,0.88496
2017-10-06,2.63158
2017-10-13,-0.42735
2017-10-20,0.00000
2017-10-27,3.86266
2017-11-03,-2.47934
2017-11-10,-0.84746
2017-11-17,1.28205
2017-11-24,-0.84388
2017-12-01,0.42553
2017-12-08,0.00000
2017-12-15,0.42373
2017-12-22,3.79747
2017-12-29,-1.21951
2018-01-05,1.23457
2018-01-12,3.25203
2018-01-19,1.96850
2018-01-26,2.31660
2018-02-02,3.77358
2018-02-09,2.54545
2018-02-16,1.77305
2018-02-23,1.39373
2018-03-02,-1.71821
2018-03-09,0.69930
2018-03-16,-1.38889
2018-03-23,0.70423
2018-03-30,-2.44755
2018-04-06,-0.35842
2018-04-13,0.71942
2018-04-20,2.85714
2018-04-27,3.81944
2018-05-04,-1.00334
2018-05-11,0.33784
2018-05-18,3.36700
2018-05-25,-1.95440
2018-06-01,-5.98007
2018-06-08,3.88693
2018-06-15,0.34014
2018-06-22,-1.35593
2018-06-29,-2.06186
2018-07-06,-0.35088
2018-07-13,0.35211
2018-07-20,0.35088
2018-07-27,3.49650
2018-08-03,0.33784
2018-08-10,-1.01010
2018-08-17,-2.38095
2018-08-24,-1.39373
2018-08-31,1.41343
2018-09-07,1.39373
2018-09-14,2.06186
2018-09-21,2.69360
2018-09-28,0.65574
2018-10-05,2.28013
2018-10-12,1.27389
2018-10-19,0.00000
2018-10-26,-1.25786
2018-11-02,0.00000
2018-11-09,2.22930
2018-11-16,-3.11526
2018-11-23,-1.60772
2018-11-30,-0.32680
2018-12-07,-4.91803
2018-12-14,-0.34483
2018-12-21,-2.76817
2018-12-28,-1.77936
2019-01-04,-3.98551
2019-01-11,2.64151
2019-01-18,0.73529
2019-01-25,0.36496
2019-02-01,-1.81818
2019-02-08,-0.74074
2019-02-15,-0.37313
2019-02-22,-0.37453
2019-03-01,1.50376
2019-03-08,-0.74074
2019-03-15,-2.23881
2019-03-22,-2.67176
2019-03-29,-5.49020
2019-04-05,3.73444
2019-04-12,0.80000
2019-04-19,2.38095
2019-04-26,-1.16279
2019-05-03,-0.78431
2019-05-10,-2.37154
2019-05-17,-2.83401
2019-05-24,-1.25000
2019-05-31,-6.32911
2019-06-07,-5.40541
2019-06-14,0.95238
2019-06-21,-3.30189
2019-06-28,-1.46341
2019-07-05,-0.99010
2019-07-12,4.50000
2019-07-19,-0.95694
2019-07-26,0.00000
2019-08-02,-4.34783
2019-08-09,-12.62626
2019-08-16,-7.51445
2019-08-23,-1.25000
2019-08-30,-5.06329
2019-09-06,1.33333
2019-09-13,15.78947
2019-09-20,2.27273
2019-09-27,-5.55556
2019-10-04,-5.88235
2019-10-11,1.25000
2019-10-18,8.64198
2019-10-25,1.13636
2019-11-01,0.00000
2019-11-08,4.49438
2019-11-15,0.53763
2019-11-22,-5.34759
2019-11-29,-0.56497
2019-12-06,1.70455
2019-12-13,2.79330
2019-12-20,3.80435
2019-12-27,-0.52356
2020-01-03,-1.05263
2020-01-10,-2.12766
2020-01-17,-1.08696
2020-01-24,-3.84615
2020-01-31,-9.14286
2020-02-07,1.25786
2020-02-14,-1.24224
2020-02-21,-4.40252
2020-02-28,-15.13158
2020-03-06,-25.58140
2020-03-13,-17.70833
2020-03-20,25.31646
2020-03-27,-18.18182
2020-04-03,-19.75309
2020-04-10,12.30769
2020-04-17,-6.84932
2020-04-24,-10.29412
2020-05-01,4.91803
2020-05-08,4.68750
2020-05-15,0.00000
2020-05-22,2.98507
2020-05-29,-1.44928
2020-06-05,13.23529
2020-06-12,0.00000
2020-06-19,-6.49351
2020-06-26,-4.16667
2020-07-03,-2.89855
2020-07-10,-1.49254
2020-07-17,-4.54545
2020-07-24,-4.76190
2020-07-31,-3.33333
2020-08-07,-5.17241
2020-08-14,21.81818
2020-08-21,0.00000
2020-08-28,4.47761
2020-09-04,-2.85714
2020-09-11,1.47059
2020-09-18,0.00000
2020-09-25,-2.89855
2020-10-02,1.49254
2020-10-09,14.70588
2020-10-16,-5.12821
2020-10-23,12.16216
2020-10-30,-1.20482
2020-11-06,1.21951
2020-11-13,12.04819
2020-11-20,-6.45161
2020-11-27,0.00000
2020-12-04,5.74713
2020-12-11,1.08696
2020-12-18,0.00000
2020-12-25,2.15054
2021-01-01,-1.05263
2021-01-08,9.57447
2021-01-15,9.70874
2021-01-22,-1.76991
2021-01-29,-4.50450
2021-02-05,7.54717
2021-02-12,3.50877
2021-02-19,11.01695
2021-02-26,8.39695
2021-03-05,4.92958
2021-03-12,5.36913
2021-03-19,5.73248
2021-03-26,-0.60241
2021-04-02,4.24242
2021-04-09,-2.32558
2021-04-16,-3.57143
2021-04-23,-2.46914
2021-04-30,3.16456
2021-05-07,-1.84049
2021-05-14,3.12500
2021-05-21,-0.60606
2021-05-28,-3.04878
2021-06-04,0.62893
2021-06-11,-6.25000
2021-06-18,0.66667
2021-06-25,-0.66225
2021-07-02,-2.00000
2021-07-09,-8.84354
2021-07-16,1.49254
2021-07-23,-7.35294
2021-07-30,0.00000
2021-08-06,-3.17460
2021-08-13,9.83607
2021-08-20,-5.97015
2021-08-27,3.96825
2021-09-03,-0.76336
2021-09-10,3.84615
2021-09-17,-1.48148
2021-09-24,3.00752
2021-10-01,10.21898
2021-10-08,2.64901
2021-10-15,1.29032
2021-10-22,5.09554
2021-10-29,-3.63636
2021-11-05,-3.14465
2021-11-12,-0.64935
2021-11-19,4.57516
2021-11-26,0.62500
2021-12-03,-11.18012
2021-12-10,3.49650
2021-12-17,-2.70270
2021-12-24,2.08333
2021-12-31,2.72109
2022-01-07,12.58278
2022-01-14,2.94118
2022-01-21,4.00000
2022-01-28,-1.64835
2022-02-04,2.23464
2022-02-11,6.55738
2022-02-18,2.05128
2022-02-25,-1.00503
2022-03-04,-8.62944
2022-03-11,6.11111
2022-03-18,13.08901
2022-03-25,9.72222
2022-04-01,0.84388
2022-04-08,8.36820
2022-04-15,6.56371
2022-04-22,4.71014
2022-04-29,-2.07612
2022-05-06,6.36042
2022-05-13,-2.32558
2022-05-20,-2.38095
2022-05-27,-3.48432
2022-06-03,5.41516
2022-06-10,4.45205
2022-06-17,10.16393
2022-06-24,-5.65476
2022-07-01,-3.15457
2022-07-08,-3.58306
2022-07-15,-0.33784
2022-07-22,-0.33898
2022-07-29,-6.46259
2022-08-05,-1.09091
2022-08-12,3.30882
2022-08-19,2.13523
2022-08-26,6.27178
2022-09-02,3.93443
2022-09-09,4.41640
2022-09-16,3.32326
2022-09-23,4.97076
2022-09-30,6.68524
2022-10-07,-2.08877
2022-10-14,5.33333
2022-10-21,4.30380
2022-10-28,-1.21359
2022-11-04,1.22850
2022-11-11,-0.97087
2022-11-18,-7.10784
2022-11-25,-1.05541
2022-12-02,-3.20000
2022-12-09,-3.03030
2022-12-16,-0.28409
2022-12-23,4.55840
2022-12-30,5.17711
2023-01-06,-4.40415
2023-01-13,-4.60705
2023-01-20,-2.27273
2023-01-27,1.45349
2023-02-03,-0.28653
2023-02-10,5.45977
2023-02-17,3.54223
2023-02-24,3.42105
2023-03-03,1.27226
2023-03-10,-1.75879
2023-03-17,-9.71867
2023-03-24,-1.98300
2023-03-31,2.31214
2023-04-07,-5.36723
2023-04-14,2.68657
2023-04-21,4.06977
2023-04-28,-3.35196
2023-05-05,-0.57803
2023-05-12,0.87209
2023-05-19,3.45821
2023-05-26,4.73538
2023-06-02,-2.65957
2023-06-09,1.91257
2023-06-16,1.34048
2023-06-23,-0.79365
2023-06-30,0.53333
2023-07-07,5.57029
2023-07-14,-2.26131
2023-07-21,-2.05656
2023-07-28,2.88714
2023-08-04,3.82653
2023-08-11,0.00000
2023-08-18,4.42260
2023-08-25,0.47059
2023-09-01,-3.04450
2023-09-08,3.38164
2023-09-15,0.23364
2023-09-22,2.33100
2023-09-29,4.32802
2023-10-06,3.71179
2023-10-13,-2.31579
2023-10-20,4.95690
2023-10-27,0.00000
2023-11-03,-2.46407
2023-11-10,-3.36842
2023-11-17,-1.96078
2023-11-24,-1.55556
2023-12-01,-2.48307
2023-12-08,-3.00926
2023-12-15,-3.10263
2023-12-22,-3.69458
2023-12-29,-1.53453
2024-01-05,3.37662
2024-01-12,0.50251
2024-01-19,3.00000
2024-01-26,0.48544
2024-02-02,-3.14010
2024-02-09,2.99252
2024-02-16,3.14770
2024-02-23,0.93897
2024-03-01,-0.93023
2024-03-08,-3.05164
2024-03-15,1.93705
2024-03-22,1.66271
2024-03-29,-1.40187
2024-04-05,3.08057
2024-04-12,2.98851
2024-04-19,3.34821
2024-04-26,0.43197
2024-05-03,-0.86022
2024-05-10,-2.81996
2024-05-17,-1.33929
2024-05-24,0.45249
2024-05-31,2.47748
2024-06-07,-4.39560
2024-06-14,-0.68966
2024-06-21,-1.62037
2024-06-28,0.94118
2024-07-05,2.33100
2024-07-12,-3.18907
2024-07-19,-1.17647
2024-07-26,1.19048
2024-08-02,-4.94118
2024-08-09,-3.21782
2024-08-16,-0.76726
2024-08-23,-1.28866
2024-08-30,0.52219
